Student_ID,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3168,Male,19,CS,61.2,83.63,92.84,86.16,50.7,8.68,77.42,B,16.1,Yes,Yes,High,5,4.4
S3169,Female,20,Business,72.89,90.24,57.76,58.47,68.73,2.44,73.35,B,13.3,No,Yes,Low,7,7.0
S3170,Female,22,CS,75.431409455843,87.06,45.18,74.79867276377426,53.15,7.22,76.03,C,23.7,Yes,No,Low,4,7.1
S3171,Female,21,CS,80.16,56.44,45.22,92.21,51.96,4.05,99.38,B,11.4,No,Yes,Medium,3,6.2
S3172,Female,18,Engineering,68.77,64.1,73.36,94.92,83.47,2.94,93.85,F,25.5,No,Yes,Low,3,7.8
S3173,Female,21,Engineering,75.431409455843,64.8,99.58,63.96,95.34,6.15,65.42,F,15.4,No,Yes,Low,9,8.4
S3174,Male,24,CS,91.35,69.48,48.7,51.15,70.47,7.69,77.57,B,5.5,No,Yes,Low,10,7.8
S3175,Male,22,CS,50.48,50.04,45.98,92.99,91.84,4.5,50.02,C,19.2,No,Yes,High,1,6.7
S3176,Female,23,Mathematics,89.9,67.15,66.3,68.85,51.46,4.67,70.48,A,9.9,No,Yes,Low,9,8.7
S3177,Female,19,Engineering,78.57,70.65,73.8,74.79867276377426,88.88,0.59,58.19,D,16.7,No,Yes,Low,8,5.9
S3178,Male,24,CS,99.3,71.9,57.66,67.35,53.14,9.24,85.57,A,25.2,No,Yes,High,1,7.3
S3179,Female,22,Engineering,79.47,89.19,58.15,70.78,91.92,8.47,61.05,F,9.8,No,Yes,Low,8,6.9
S3180,Male,18,CS,75.431409455843,71.04,65.47,68.91,94.12,3.98,87.44,F,10.2,No,Yes,Medium,4,8.2
S3181,Male,22,CS,52.53,53.85,58.85,78.32,89.3,7.65,65.66,D,16.8,No,No,Low,6,6.5
S3182,Male,24,Engineering,75.431409455843,79.79,94.92,53.95,91.04,3.13,96.29,F,16.9,Yes,Yes,Medium,8,6.8
S3183,Male,19,Business,75.431409455843,87.84,42.52,98.58,78.07,7.3,72.27,A,16.3,No,Yes,Medium,1,6.3
S3184,Female,21,CS,67.29,59.16,54.07,96.82,63.24,5.17,91.98,C,22.4,Yes,Yes,Low,4,4.7
S3185,Female,20,Business,80.9,78.72,88.51,96.72,82.16,4.61,81.41,F,11.7,No,Yes,High,2,8.4
S3186,Male,21,CS,74.48,48.82,90.04,93.96,71.98,0.57,98.87,C,11.5,Yes,Yes,Medium,1,8.3
S3187,Female,19,CS,98.36,60.52,46.69,83.02,50.27,9.65,87.14,A,5.6,No,Yes,Medium,4,7.5
S3188,Female,24,CS,97.5,94.55,98.43,61.06,73.84,8.37,86.39,A,14.5,No,Yes,Medium,3,5.7
S3189,Female,19,CS,99.19,94.68,81.6,52.47,82.56,7.93,63.24,A,9.9,Yes,Yes,Medium,9,5.8
S3190,Female,18,Mathematics,93.32,74.52,56.36,54.97,50.69,3.05,75.24,B,19.8,No,No,Medium,1,4.2
S3191,Male,22,Engineering,95.48,82.14,67.36,66.2,81.07,2.9,64.51,A,9.5,No,Yes,Low,6,4.4
S3192,Female,22,CS,60.86,91.24,57.83,75.19,82.63,5.73,50.96,A,27.4,No,No,Low,4,6.6
S3193,Male,21,Mathematics,91.55,97.51,49.0,99.66,57.91,8.46,85.53,A,26.2,No,Yes,Low,4,4.2
S3194,Male,24,Business,85.44,69.39,57.47,71.77,71.55,9.35,61.79,A,24.1,No,Yes,Low,3,4.5
S3195,Female,20,Business,98.14,73.69,74.81,76.23,98.22,2.69,69.87,A,25.2,Yes,Yes,High,2,5.3
S3196,Male,20,Mathematics,78.56,64.94,89.56,84.76,94.21,6.07,64.23,C,29.0,No,Yes,High,4,5.9
S3197,Female,18,CS,54.26,44.32,61.81,59.04,70.54,7.24,59.98,C,13.0,No,Yes,Low,7,6.4
S3198,Female,19,Business,79.87,65.37,60.87,96.64,67.49,2.26,53.36,F,29.5,No,Yes,Low,7,5.6
S3199,Male,18,Engineering,84.33,87.44,68.08,76.45,56.2,4.07,66.89,A,27.3,Yes,Yes,Medium,1,8.7
S3200,Female,22,Business,61.02,88.29,78.67,63.81,51.76,1.87,54.09,B,14.0,No,No,Low,10,8.8
S3201,Male,23,Business,69.71,93.54,85.1,96.76,64.87,6.99,77.02,D,26.6,No,Yes,Medium,3,4.3
S3202,Male,23,CS,75.431409455843,43.09,59.61,81.27,97.01,8.64,50.98,D,27.4,Yes,Yes,Medium,4,8.9
S3203,Female,23,Business,68.71,71.63,75.18,74.18,97.93,8.78,97.0,A,5.9,No,Yes,Medium,3,4.9
S3204,Female,19,CS,68.75,46.45,63.36,79.01,90.63,6.7,98.32,F,26.9,Yes,Yes,Medium,6,5.7
S3205,Female,18,CS,56.65,52.04,82.98,87.42,67.54,3.47,65.23,C,15.8,No,Yes,Low,7,8.2
S3206,Male,24,CS,97.04,94.01,49.88,57.73,57.18,6.61,63.01,A,25.3,No,Yes,Low,4,7.4
S3207,Female,21,Mathematics,87.52,69.81,55.42,93.24,79.78,8.64,55.22,A,7.8,No,Yes,Low,7,4.3
S3208,Male,22,CS,50.06,85.51,65.56,74.79867276377426,82.33,6.26,95.25,C,9.3,No,Yes,Medium,6,7.9
S3209,Male,23,Engineering,88.28,43.86,93.36,78.35,71.23,4.13,79.34,A,29.5,No,Yes,Low,1,7.3
S3210,Female,24,CS,86.99,65.01,74.4,84.11,84.58,9.2,80.51,B,15.4,Yes,Yes,High,1,8.8
S3211,Female,20,Mathematics,50.49,80.45,97.92,74.79867276377426,87.33,8.35,94.79,C,25.0,Yes,Yes,Low,4,8.6
S3212,Female,18,CS,68.48,48.0,46.2,68.74,89.15,8.82,95.54,A,23.8,Yes,Yes,Medium,7,8.9
S3213,Male,22,Business,80.34,59.55,67.61,74.79867276377426,75.11,9.03,91.42,B,24.7,No,Yes,Low,4,6.3
S3214,Female,22,Business,72.64,43.87,65.14,84.03,89.58,3.94,88.67,A,24.1,No,Yes,High,7,7.5
S3215,Male,20,Engineering,88.9,79.08,76.01,71.2,51.27,8.6,93.86,A,27.8,No,Yes,Low,6,8.8
S3216,Female,20,CS,75.431409455843,98.25,88.72,83.87,84.02,5.7,93.8,B,19.8,Yes,Yes,Medium,4,4.0
S3217,Female,20,Business,57.69,89.62,90.49,76.08,61.78,0.38,68.43,D,15.6,Yes,Yes,High,10,7.9
S3218,Male,23,Mathematics,98.82,98.48,80.21,55.58,63.53,6.36,98.67,B,28.1,No,Yes,Low,8,4.3
S3219,Male,23,Business,75.431409455843,90.74,78.49,89.79,54.57,4.71,85.46,D,13.9,No,Yes,Medium,1,9.0
S3220,Female,18,CS,85.88,91.31,96.94,78.22,59.62,2.75,68.51,B,20.8,No,Yes,Medium,7,4.1
S3221,Female,20,Business,57.16,74.63,63.02,89.79,99.6,9.7,72.1,C,26.4,Yes,Yes,Low,1,6.8
S3222,Female,21,CS,66.45,71.1,89.97,57.75,70.77,0.55,84.36,C,27.9,No,No,Medium,6,6.6
S3223,Female,22,Engineering,72.1,64.38,95.29,76.92,96.39,9.46,68.05,C,28.7,Yes,Yes,Medium,7,5.5
S3224,Female,20,Business,59.61,89.09,69.49,88.33,58.14,1.59,91.33,C,21.5,No,Yes,Low,6,7.7
S3225,Male,22,CS,72.5,50.92,83.75,99.42,60.2,3.77,57.4,C,23.0,No,Yes,Medium,4,5.3
S3226,Male,19,Business,57.86,43.37,62.62,74.79867276377426,77.89,4.17,95.38,D,17.4,No,Yes,Medium,8,5.5
S3227,Male,24,Engineering,77.95,96.87,49.53,93.22,67.48,7.31,65.06,D,12.1,No,Yes,Medium,8,4.9
S3228,Male,19,Business,83.19,40.23,75.19,62.37,82.2,2.16,57.64,C,5.4,No,No,High,2,7.6
S3229,Female,20,CS,53.12,98.61,51.79,91.9,71.1,9.86,92.9,C,10.6,No,Yes,Medium,1,4.9
S3230,Male,22,Engineering,93.56,83.73,67.46,58.46,90.58,7.49,61.97,B,29.5,Yes,Yes,Medium,8,8.5
S3231,Male,24,Business,59.26,59.71,92.37,59.91,71.58,7.9,92.17,C,25.2,No,Yes,High,7,5.4
S3232,Male,19,CS,61.27,81.87,45.16,55.51,78.62,1.06,64.81,A,17.0,No,Yes,Medium,10,6.6
S3233,Female,20,CS,83.07,89.07,41.83,92.88,66.05,4.76,96.69,F,13.6,Yes,Yes,Medium,2,6.4
S3234,Male,22,Mathematics,73.44,54.72,76.39,55.41,85.2,9.46,60.95,B,6.6,No,Yes,Low,5,7.5
S3235,Female,20,CS,74.97,86.25,59.86,56.91,82.74,2.7,53.48,C,5.3,Yes,Yes,Low,5,5.2
S3236,Male,23,Mathematics,56.41,88.26,65.08,62.29,69.85,1.45,96.83,F,23.9,No,Yes,Medium,7,8.2
S3237,Female,22,CS,90.29,54.96,64.34,74.79867276377426,63.8,4.85,58.28,A,29.6,Yes,Yes,High,2,7.7
S3238,Male,19,CS,80.85,42.52,45.2,94.01,80.71,9.3,97.21,C,11.3,No,Yes,Low,9,5.7
S3239,Female,20,Business,75.431409455843,52.25,40.21,70.91,97.16,4.87,91.2,C,11.9,No,Yes,Medium,9,4.6
S3240,Male,19,Engineering,68.7,52.04,93.91,77.31,56.63,4.05,54.1,A,28.4,No,Yes,Low,5,6.5
S3241,Female,20,Engineering,90.52,43.91,53.07,74.79867276377426,89.96,6.5,72.26,A,20.1,No,Yes,Medium,2,8.9
S3242,Female,18,Engineering,78.42,83.56,65.56,63.3,77.15,9.37,53.67,A,9.3,No,Yes,Medium,7,4.1
S3243,Male,19,Business,55.43,62.8,98.32,56.7,76.28,0.49,66.49,F,6.1,No,Yes,Medium,4,8.2
S3244,Female,19,CS,68.64,93.06,89.61,70.5,98.08,1.53,67.58,D,19.1,Yes,Yes,Low,3,7.5
S3245,Female,21,Engineering,62.13,55.13,46.48,79.52,80.29,1.33,79.98,C,16.3,No,Yes,Low,7,4.9
S3246,Male,24,CS,75.87,67.19,70.51,64.2,91.53,0.85,98.79,B,15.8,No,Yes,High,7,6.4
S3247,Male,23,Engineering,92.17,78.34,83.8,92.3,75.72,3.02,58.49,A,29.2,Yes,Yes,Medium,1,7.1
S3248,Female,19,CS,71.81,92.65,81.9,99.06,62.49,2.29,66.46,D,11.6,No,Yes,Low,7,7.5
S3249,Male,22,CS,71.67,71.48,85.65,56.01,84.72,5.49,79.36,D,17.2,No,Yes,Low,10,8.6
S3250,Male,24,Engineering,95.27,62.41,67.45,74.79867276377426,96.16,3.27,58.57,A,10.3,No,Yes,Low,5,8.4
S3251,Male,20,CS,78.81,92.02,50.56,89.49,92.06,4.05,85.54,C,13.0,Yes,Yes,Medium,7,5.6
S3252,Female,18,CS,78.31,58.61,67.89,59.53,59.92,9.42,70.18,A,24.1,No,Yes,Medium,8,4.6
S3253,Female,22,Engineering,75.431409455843,44.77,78.87,67.66,65.84,1.56,97.48,D,9.9,Yes,No,High,10,4.5
S3254,Female,24,Engineering,80.39,66.7,76.52,69.71,75.84,3.88,81.49,C,21.9,No,Yes,High,7,8.8
S3255,Female,22,Business,78.8,87.11,44.23,95.83,78.58,2.57,68.15,B,8.2,No,No,Medium,10,8.8
S3256,Female,22,Engineering,69.84,41.85,43.9,82.94,59.69,5.49,85.97,B,9.8,No,Yes,Medium,2,8.1
S3257,Female,22,CS,99.53,75.15,97.92,52.03,61.5,7.36,91.94,A,5.6,No,Yes,Medium,4,8.9
S3258,Female,24,Engineering,94.09,75.67,49.11,50.74,87.94,8.17,90.02,A,20.8,No,Yes,Medium,6,5.4
S3259,Male,18,CS,87.48,95.71,57.67,59.98,86.52,5.15,63.14,A,29.8,Yes,Yes,Medium,9,8.1
S3260,Female,21,Business,76.87,57.19,86.06,65.91,91.96,8.55,70.85,B,21.4,No,Yes,Low,5,6.5
S3261,Female,23,Mathematics,75.431409455843,56.73,64.58,74.23,96.65,7.85,72.61,D,28.1,Yes,Yes,Low,2,8.0
S3262,Male,19,Engineering,59.24,66.43,50.89,91.89,65.41,1.57,69.42,C,18.2,No,Yes,High,4,7.1
S3263,Male,24,Engineering,65.29,61.41,68.03,74.79867276377426,92.98,2.45,65.54,B,22.0,No,Yes,Medium,8,8.2
S3264,Male,22,CS,88.7,84.18,74.14,68.83,83.3,6.72,87.64,A,28.1,No,No,Medium,4,6.0
S3265,Female,19,Engineering,75.431409455843,78.51,67.17,66.47,97.89,9.75,50.61,B,7.2,Yes,Yes,High,8,8.9
S3266,Male,24,Business,94.11,85.54,95.14,50.45,63.6,3.76,64.68,A,19.9,No,Yes,Medium,4,5.1
S3267,Female,19,CS,57.4,89.2,57.08,97.76,63.48,2.3,57.08,F,19.4,No,Yes,Low,8,7.4
S3268,Female,22,CS,75.42,95.38,79.68,56.95,85.21,8.69,56.44,F,5.8,No,Yes,Medium,3,8.0
S3269,Female,21,Engineering,82.35,65.86,46.74,64.38,96.42,2.0,63.85,C,8.9,No,Yes,Low,4,6.9
S3270,Male,24,Business,75.431409455843,99.08,63.54,56.47,91.23,6.97,88.11,C,18.8,Yes,Yes,Low,10,5.5
S3271,Male,19,CS,94.46,52.94,84.46,74.79867276377426,86.35,0.34,98.47,A,17.4,Yes,Yes,High,9,6.8
S3272,Female,20,Mathematics,99.48,82.86,53.49,96.61,69.37,0.19,75.73,B,13.6,No,Yes,Medium,5,6.5
S3273,Female,19,CS,55.79,72.04,75.39,55.04,85.89,4.52,66.95,D,22.4,No,Yes,High,3,5.0
S3274,Female,23,CS,56.5,89.01,49.21,72.04,90.05,6.57,91.46,C,14.0,No,Yes,High,3,7.8
S3275,Male,22,Business,56.52,68.61,46.16,51.12,87.66,1.42,53.36,D,24.2,No,Yes,Medium,4,5.3
S3276,Female,18,CS,84.06,87.04,71.39,88.54,83.84,7.64,54.66,F,25.2,No,Yes,High,2,8.2
S3277,Male,19,Engineering,68.63,95.81,80.5,82.06,52.36,1.29,67.27,B,21.1,Yes,Yes,Medium,7,5.1
S3278,Female,21,CS,75.431409455843,83.94,46.8,84.98,82.99,5.34,72.42,F,12.0,No,No,Low,7,6.5
S3279,Male,20,CS,70.27,86.57,95.07,73.62,73.91,3.08,89.89,A,25.1,No,Yes,Medium,9,7.5
S3280,Female,20,CS,81.38,44.03,53.55,95.38,98.08,7.52,96.26,D,11.3,No,Yes,Low,8,9.0
S3281,Male,18,Mathematics,88.49,52.3,47.2,74.79867276377426,80.36,8.04,76.56,B,12.6,No,Yes,Low,3,5.4
S3282,Male,23,Engineering,77.41,98.46,52.16,75.7,80.41,0.66,74.78,B,20.2,Yes,Yes,Low,5,7.2
S3283,Male,18,Business,76.98,81.59,50.17,74.79867276377426,99.7,1.93,60.65,B,22.2,No,Yes,Medium,8,4.8
S3284,Male,23,CS,54.41,73.69,45.44,76.03,54.68,8.93,72.56,F,14.3,Yes,Yes,Low,8,8.1
S3285,Male,19,Engineering,70.54,62.02,87.87,59.47,63.82,4.16,96.18,F,19.8,No,Yes,Low,2,8.3
S3286,Male,22,Engineering,77.29,42.66,69.73,65.85,82.8,4.77,69.64,A,11.2,No,Yes,Medium,1,8.4
S3287,Female,21,Mathematics,73.1,62.15,63.31,54.61,65.76,1.68,60.53,A,24.9,No,No,Medium,5,8.7
S3288,Female,20,Business,95.04,69.93,97.04,71.63,67.31,9.95,66.86,A,29.8,No,Yes,Low,1,5.8
S3289,Female,18,Business,75.431409455843,52.69,62.26,80.47,94.63,9.23,75.73,F,22.5,No,Yes,High,7,7.3
S3290,Female,21,CS,91.1,50.39,50.02,55.93,78.97,0.02,79.93,A,13.0,Yes,Yes,Medium,8,5.6
S3291,Male,23,Engineering,68.76,70.5,56.44,74.79867276377426,55.14,5.51,71.62,D,13.7,No,Yes,High,6,8.0
S3292,Female,22,Engineering,85.86,75.15,54.34,94.64,65.54,8.72,87.93,A,5.8,No,Yes,Low,3,6.1
S3293,Male,20,Mathematics,69.76,54.4,69.92,66.89,53.8,4.31,79.22,A,21.2,No,Yes,High,10,6.8
S3294,Male,20,CS,61.63,75.24,57.49,61.1,77.81,4.37,83.25,F,20.0,Yes,Yes,High,1,4.7
S3295,Male,23,CS,75.431409455843,94.02,70.96,94.65,58.66,3.79,93.15,F,28.9,No,Yes,Medium,2,8.3
S3296,Female,22,Engineering,53.55,68.39,80.16,84.6,92.86,0.29,93.28,D,15.1,Yes,Yes,High,2,6.4
S3297,Male,20,CS,66.59,91.44,86.64,55.27,78.87,7.9,60.18,B,28.3,No,Yes,Medium,10,7.2
S3298,Female,22,CS,73.04,95.64,82.61,70.41,52.97,4.57,81.17,A,24.0,Yes,Yes,Low,2,7.3
S3299,Female,20,Business,97.77,45.54,52.34,83.7,65.04,5.31,85.83,A,12.2,No,Yes,High,10,5.4
S3300,Female,19,Engineering,65.67,45.75,46.95,78.72,80.82,2.56,57.29,B,5.4,No,Yes,Medium,5,8.0
S3301,Female,23,Business,95.12,68.56,72.55,74.79867276377426,66.77,7.84,92.14,A,23.2,No,Yes,Low,2,8.2
S3302,Female,22,Business,75.431409455843,75.29,51.93,78.36,75.66,7.94,59.02,D,17.4,No,No,Low,9,6.6
S3303,Male,21,CS,59.55,65.55,45.1,89.9,95.47,5.53,89.96,D,29.0,No,Yes,Medium,6,8.5
S3304,Male,19,Engineering,75.95,59.59,71.63,66.02,67.5,9.05,58.07,F,5.6,Yes,Yes,Medium,7,4.8
S3305,Female,24,CS,83.63,78.46,59.61,85.42,66.79,1.16,87.09,F,18.0,No,Yes,High,3,6.1
S3306,Male,21,Mathematics,52.22,40.12,85.37,99.55,90.99,7.87,57.41,F,24.7,No,Yes,Medium,10,4.2
S3307,Female,23,Engineering,61.05,98.08,58.85,69.5,65.94,5.59,68.94,A,24.7,No,Yes,Medium,7,6.0
S3308,Male,20,CS,72.78,53.92,98.72,89.55,53.9,2.31,57.18,B,21.8,No,Yes,Medium,4,9.0
S3309,Male,24,CS,66.55,95.03,85.51,62.31,59.05,1.32,63.54,D,14.9,No,Yes,Medium,8,6.3
S3310,Male,21,Engineering,85.63,46.54,43.46,64.09,97.44,3.01,99.23,B,6.7,No,Yes,Medium,9,6.1
S3311,Male,19,CS,75.56,54.29,70.53,96.74,96.66,8.56,55.38,C,12.5,No,Yes,Medium,5,7.4
S3312,Male,24,CS,58.02,54.09,73.76,51.3,61.24,7.88,70.32,D,21.3,Yes,Yes,High,3,4.2
S3313,Male,24,Business,94.72,99.77,81.72,60.87,77.68,6.45,83.85,A,24.3,No,No,Medium,6,5.8
S3314,Male,22,Business,64.65,40.28,69.87,74.15,56.87,0.9,54.73,A,25.4,No,Yes,Medium,3,6.7
S3315,Male,18,CS,86.56,78.38,69.01,70.09,83.73,9.55,55.45,B,24.4,No,Yes,High,6,6.4
S3316,Male,21,Engineering,89.0,92.18,62.08,81.46,59.27,3.05,57.16,A,13.1,Yes,Yes,High,7,7.2
S3317,Male,18,Business,98.16,80.34,56.29,59.64,52.49,6.07,82.25,B,22.4,No,No,Low,6,4.7
S3318,Male,23,CS,74.93,61.76,96.77,53.53,91.24,8.03,95.47,C,29.2,Yes,Yes,Medium,4,6.0
S3319,Male,21,Business,80.79,97.5,59.06,68.47,66.27,1.33,91.3,C,8.4,No,No,High,7,7.2
S3320,Male,21,CS,66.74,93.61,43.81,76.22,55.43,6.52,99.15,C,23.3,Yes,Yes,High,2,5.5
S3321,Female,22,Engineering,83.91,66.04,50.04,78.1,91.7,0.32,78.91,F,15.2,No,Yes,Low,5,7.1
S3322,Male,20,Engineering,73.17,74.4,91.44,74.79867276377426,88.12,1.02,98.07,A,10.6,No,Yes,Medium,6,8.8
S3323,Male,19,Engineering,71.88,98.05,75.2,77.43,84.19,7.23,65.25,F,13.0,Yes,Yes,Low,6,8.7
S3324,Male,19,Business,92.77,98.95,86.73,62.29,95.56,1.55,71.08,A,9.2,No,Yes,Medium,5,7.6
S3325,Male,19,CS,52.51,66.99,88.53,88.23,74.46,4.44,69.8,C,25.4,No,Yes,High,10,4.9
S3326,Male,23,CS,94.1,90.84,89.39,54.39,56.4,2.48,52.37,A,14.7,Yes,Yes,Medium,5,7.9
S3327,Male,24,Engineering,92.6,58.12,73.04,59.92,53.07,4.21,91.49,A,28.4,No,Yes,Medium,8,6.2
S3328,Female,20,Business,75.32,62.31,50.63,86.97,65.92,0.77,51.24,C,29.2,No,Yes,High,5,8.8
S3329,Female,18,CS,74.51,49.89,48.89,63.99,54.34,7.55,86.49,C,29.1,Yes,Yes,Medium,6,7.1
S3330,Female,19,Business,68.09,52.55,74.44,74.67,76.78,0.79,70.35,F,8.9,No,Yes,Low,10,5.1
S3331,Male,18,CS,75.431409455843,79.41,61.99,66.36,50.72,8.38,50.31,B,13.7,Yes,Yes,Medium,1,5.6
S3332,Male,20,CS,55.56,70.65,73.48,75.35,72.19,6.63,64.5,C,12.8,Yes,Yes,Low,1,5.6
S3333,Male,23,Business,79.51,53.87,69.91,67.33,58.92,4.17,67.31,D,28.1,No,Yes,Medium,1,5.4
S3334,Female,20,CS,84.08,64.17,76.13,99.71,68.41,8.66,98.24,A,7.2,No,Yes,Low,4,7.9
S3335,Male,22,Engineering,96.72,62.39,41.93,67.87,83.75,1.86,83.05,A,19.7,Yes,Yes,Low,3,5.7
S3336,Male,24,CS,89.01,99.24,41.97,81.35,67.55,2.65,77.18,A,17.1,Yes,Yes,Low,5,5.0
S3337,Female,19,CS,82.19,91.21,83.3,94.42,67.07,1.37,56.35,F,29.4,No,Yes,Medium,7,7.0
S3338,Female,23,Engineering,55.84,63.28,51.59,81.9,99.54,3.82,69.56,D,29.1,No,Yes,High,6,6.3
S3339,Male,22,Engineering,68.69,94.83,79.13,78.29,85.94,9.87,51.79,D,15.6,Yes,Yes,Low,3,4.1
S3340,Male,19,Engineering,56.94,60.56,72.79,74.79867276377426,75.69,1.61,88.08,F,16.0,Yes,No,High,2,5.4
S3341,Male,20,Engineering,94.06,80.07,98.91,74.82,78.97,8.31,58.14,A,14.6,No,Yes,Low,2,4.2
S3342,Male,20,CS,87.48,98.0,90.12,90.38,81.01,6.52,79.72,B,24.7,No,Yes,High,3,7.8
S3343,Female,21,Engineering,87.88,63.42,64.79,52.52,51.23,0.16,84.97,A,7.5,No,Yes,High,10,8.8
S3344,Male,21,Mathematics,75.431409455843,80.79,76.98,94.26,54.01,9.45,68.33,B,7.9,Yes,No,Low,3,6.5
S3345,Male,20,Business,75.35,57.76,47.04,79.31,82.46,9.71,81.63,B,22.6,Yes,Yes,High,3,6.8
S3346,Female,20,CS,57.5,55.98,63.18,92.44,68.22,9.25,88.21,F,5.4,No,Yes,Medium,8,8.2
S3347,Male,18,CS,66.48,74.45,84.03,50.52,52.77,5.02,59.21,C,21.8,Yes,Yes,Medium,3,4.1
S3348,Male,24,Mathematics,75.431409455843,98.76,77.36,93.46,64.88,2.2,80.04,A,8.2,Yes,Yes,Medium,6,4.8
S3349,Female,18,Engineering,86.25,67.19,69.07,74.79867276377426,56.51,3.91,86.69,A,24.7,Yes,Yes,Low,9,7.3
S3350,Female,24,Engineering,58.01,96.26,50.59,86.06,95.82,6.14,67.85,D,23.5,No,Yes,Medium,8,7.7
S3351,Male,22,Business,85.11,94.86,88.19,70.83,60.15,3.79,58.12,A,9.6,No,Yes,Low,6,7.1
S3352,Female,21,CS,84.61,55.23,56.39,74.79867276377426,57.18,7.08,64.31,F,23.9,No,Yes,Medium,10,8.7
S3353,Female,21,Engineering,72.97,64.11,89.23,81.41,81.31,7.96,96.65,C,24.8,No,Yes,Medium,5,6.0
S3354,Male,20,Mathematics,56.76,78.6,76.7,58.17,76.1,2.09,67.87,D,28.1,No,Yes,Medium,5,6.8
S3355,Female,20,Engineering,65.74,71.08,62.36,75.73,78.8,4.05,55.39,A,23.1,Yes,No,Medium,8,8.8
S3356,Male,22,CS,66.0,45.76,42.44,63.86,71.8,9.58,54.14,C,26.7,No,Yes,High,7,8.5
S3357,Male,23,CS,85.02,99.62,53.95,78.02,73.36,2.5,59.02,B,20.9,No,Yes,High,5,4.2
S3358,Male,23,CS,55.69,85.16,93.34,86.9,88.94,3.46,56.38,F,20.6,Yes,Yes,Medium,10,5.8
S3359,Male,23,Business,91.45,66.26,89.08,54.06,61.0,0.36,74.75,A,21.9,No,Yes,Low,6,7.7
S3360,Female,21,CS,88.05,77.09,74.49,75.79,69.83,3.32,67.38,B,15.2,No,Yes,Low,5,4.0
S3361,Male,18,CS,59.32,45.25,67.98,80.88,97.89,3.71,92.07,D,10.7,Yes,Yes,High,9,8.3
S3362,Male,23,Mathematics,85.96,69.72,78.83,74.79867276377426,59.5,1.0,94.05,A,15.3,No,Yes,High,6,6.5
S3363,Male,19,CS,83.43,95.85,67.97,74.79867276377426,64.69,0.01,73.66,A,19.8,No,Yes,Low,3,4.4
S3364,Male,22,CS,87.41,93.8,78.66,76.02,59.58,5.75,94.43,B,22.3,Yes,Yes,Medium,3,6.2
S3365,Female,23,CS,59.45,60.24,58.44,59.13,51.02,3.02,72.52,D,16.4,Yes,Yes,Medium,10,6.5
S3366,Female,19,CS,57.88,71.88,90.31,74.79867276377426,63.49,0.18,82.1,C,13.3,Yes,Yes,Medium,10,5.8
S3367,Female,23,Engineering,61.82,81.84,82.12,77.08,52.32,8.6,58.13,A,11.2,No,Yes,High,4,6.3
S3368,Male,18,Mathematics,68.29,60.4,59.8,68.76,57.73,5.84,52.63,B,9.6,No,Yes,Low,5,8.5
S3369,Female,18,Business,89.68,43.89,89.84,59.63,68.13,1.71,58.0,B,16.9,Yes,Yes,High,9,5.6
S3370,Female,23,Engineering,86.9,70.33,69.24,51.53,51.04,8.65,62.59,A,22.7,No,Yes,Low,10,8.8
S3371,Male,19,Engineering,96.27,76.1,50.48,78.33,87.65,2.54,87.55,A,25.7,Yes,Yes,Medium,2,7.4
S3372,Female,22,Engineering,52.93,40.35,44.66,79.93,89.78,2.27,58.68,D,13.6,No,Yes,Low,2,8.5
S3373,Male,19,CS,75.431409455843,45.73,81.98,57.09,70.57,8.95,56.53,A,20.3,No,Yes,High,1,5.0
S3374,Female,22,CS,84.96,52.44,91.91,80.09,99.23,1.79,96.38,D,16.9,Yes,No,Low,8,6.5
S3375,Female,23,Mathematics,63.96,60.88,88.45,97.6,83.95,8.79,84.44,B,29.2,No,Yes,Low,1,6.8
S3376,Female,22,CS,66.7,72.46,79.34,98.91,87.19,8.03,73.67,F,27.1,No,Yes,High,6,4.4
S3377,Female,20,CS,77.34,57.63,48.48,94.42,59.62,3.1,54.75,D,27.1,No,Yes,Medium,2,6.5
S3378,Male,21,Engineering,55.12,56.57,45.64,90.35,91.87,0.34,92.59,F,19.5,No,Yes,High,9,8.3
S3379,Male,24,Engineering,75.431409455843,92.16,60.7,60.47,97.25,0.83,55.41,A,15.9,Yes,Yes,Medium,4,4.3
S3380,Female,21,CS,66.26,48.7,91.29,57.82,61.82,1.1,80.55,F,21.3,No,Yes,Low,10,7.2
S3381,Male,18,CS,81.64,69.73,97.7,72.25,84.32,8.91,83.38,B,9.0,Yes,Yes,Medium,5,8.9
S3382,Female,20,CS,91.7,97.17,54.48,74.79867276377426,87.35,4.04,70.01,A,27.1,No,Yes,Low,2,6.6
S3383,Female,21,Engineering,58.56,77.5,85.73,92.53,65.26,0.33,95.56,D,11.8,No,Yes,Low,5,5.5
S3384,Female,23,CS,96.54,83.03,74.43,61.6,73.75,5.57,52.54,A,25.7,No,Yes,Low,7,6.9
S3385,Female,22,Engineering,76.53,65.87,41.91,73.98,54.88,2.08,90.91,F,12.5,No,Yes,High,5,6.7
S3386,Female,22,Engineering,96.15,41.2,72.57,74.79867276377426,58.65,2.35,77.69,A,18.1,Yes,Yes,Low,1,4.5
